,1,2,3,4,5,6,7
0,0.513417119,0.263597138,0.135335283,0.069483451,0.035673993,0.018315639,0.009403563
1,0.486582881,0.351462851,0.270670567,0.185289203,0.118913311,0.073262556,0.043883292
2,,0.384940011,0.270670567,0.247052271,0.198188852,0.146525111,0.102394348
3,,,0.323323584,0.219602019,0.220209836,0.195366815,0.159280097
4,,,,0.278573056,0.183508196,0.195366815,0.185826779
5,,,,,0.243505812,0.156293452,0.173438327
6,,,,,,0.214869613,0.134896477
7,,,,,,,0.190877118
