STATE REGION,0,1,2,3,4,5,6,7,8,9,10
ATL,0.70468809,0.246640831,0.043162146,0.005035584,0.00047335,0,0,0,0,0,0
CVG,0.999998701,1.30E-06,0,0,0,0,0,0,0,0,0
DTW,0.967216104,0.032240534,0.000537342,5.97E-06,5.01E-08,0,0,0,0,0,0
LAX,0.967216104,0.032240534,5.37E-04,5.97E-06,5.01E-08,0,0,0,0,0,0
MSP,0.846481697,0.141080311,0.011756695,0.00065315,2.81E-05,0,0,0,0,0,0
SEA,0.996529363,0.003464608,6.02E-06,6.98E-09,0,0,0,0,0,0,0
SLC,0.999334839,0.00066494,2.21E-07,0,0,0,0,0,0,0,0
AL,0.999999526,4.74E-07,0.00E+00,0,0,0,0,0,0,0,0
AR-LA,1,0,0.00E+00,0,0,0,0,0,0,0,0
AR-OK,1,0,0.00E+00,0,0,0,0,0,0,0,0
CT-RI-MA,0.999993351,6.65E-06,0.00E+00,0,0,0,0,0,0,0,0
DE-NJ-PA,0.999999829,1.71E-07,0.00E+00,0,0,0,0,0,0,0,0
GA,0.99999431,5.69E-06,0.00E+00,0,0,0,0,0,0,0,0
IA-IL,1,0,0.00E+00,0,0,0,0,0,0,0,0
ID,1,0,0.00E+00,0,0,0,0,0,0,0,0
ID-MT,1,0,0.00E+00,0,0,0,0,0,0,0,0
IL,1,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0
IL-IN-MI,0.999999368,6.32E-07,0.00E+00,0,0,0,0,0,0,0,0
IN,0.999975049,2.50E-05,3.11E-10,0,0,0,0,0,0,0,0
KS-MO,0.99999862,1.38E-06,0.00E+00,0,0,0,0,0,0,0,0
KY-OH,0.999972386,2.76E-05,3.81E-10,0,0,0,0,0,0,0,0
LA,0.999996667,3.33E-06,0.00E+00,0,0,0,0,0,0,0,0
MD-VA-PA,0.999994628,5.37E-06,0.00E+00,0,0,0,0,0,0,0,0
MI,1,0,0.00E+00,0,0,0,0,0,0,0,0
MN,1,0,0.00E+00,0,0,0,0,0,0,0,0
MO-AR,1,0,0.00E+00,0,0,0,0,0,0,0,0
MS,0.999999684,3.16E-07,0.00E+00,0,0,0,0,0,0,0,0
MT,1,0,0.00E+00,0,0,0,0,0,0,0,0
NC,0.999993553,6.45E-06,0.00E+00,0,0,0,0,0,0,0,0
NCA,0.99718828,0.002807763,3.96E-06,0,0,0,0,0,0,0,0
ND,0.999999829,1.71E-07,0.00E+00,0,0,0,0,0,0,0,0
NFL,0.994775128,0.005211199,1.37E-05,0,0,0,0,0,0,0,0
NH-VT-ME,1,0,0.00E+00,0,0,0,0,0,0,0,0
NM-CO,0.999961832,3.82E-05,7.28E-10,0,0,0,0,0,0,0,0
NNY,1,0,0.00E+00,0,0,0,0,0,0,0,0
NV-AZ-TX,0.9980637,0.001934424,1.88E-06,0,0,0,0,0,0,0,0
NV-UT,1,0,0.00E+00,0,0,0,0,0,0,0,0
OH,0.999999144,8.56E-07,0.00E+00,0,0,0,0,0,0,0,0
OR,0.999926611,7.34E-05,2.69E-09,0,0,0,0,0,0,0,0
PA,0.999999586,4.14E-07,0.00E+00,0,0,0,0,0,0,0,0
SC,0.999999091,9.09E-07,0.00E+00,0,0,0,0,0,0,0,0
SCA,0.99930431,0.000695448,2.42E-07,0,0,0,0,0,0,0,0
SD-NE,0.999995756,4.24E-06,0.00E+00,0,0,0,0,0,0,0,0
SFL,0.99854731,0.001451634,1.06E-06,0,0,0,0,0,0,0,0
SNY,0.999914947,8.50E-05,3.62E-09,0,0,0,0,0,0,0,0
TN,0.999998841,1.16E-06,0.00E+00,0,0,0,0,0,0,0,0
TX,0.999976698,2.33E-05,2.71E-10,0,0,0,0,0,0,0,0
VA,1,0,0.00E+00,0,0,0,0,0,0,0,0
WA,0.999999895,1.05E-07,0.00E+00,0,0,0,0,0,0,0,0
WI,0.999931074,6.89E-05,2.38E-09,0,0,0,0,0,0,0,0
WI-MI,0.999998527,1.47E-06,0.00E+00,0,0,0,0,0,0,0,0
WV-VA,1,0,0.00E+00,0,0,0,0,0,0,0,0
WY,1,0,0.00E+00,0,0,0,0,0,0,0,0
